SHUS63 KMWI 232112
FWOTOP
Weather Information Management System (WIMS)
USDA National Information Technology Center (KMWI)
23-OCT-22 21:12:58 GMT
 
Listing of Forecasted Observations (Topeka, KS)
 
ST NME STAT'N   DATE HR T W DBT DPT  RH Y M DIR WS 10 TMX TMN HMX HMN PD1 PD2
------ ------ ------ -- - - --- --- --- - - --- -- -- --- --- --- ---  --  --
ROCK S 143501 221027 13 F 2  60  39  46 1 1 180 14  0  64  44  73  28   0   0
ROCK S 143501 221028 13 F 1  57  40  53 1 1 360  8  0  62  43  93  44   0   0
ROCK S 143501 221029 13 F 1  59  37  45 1 1 158  7  0  59  38  96  44   0   0
ROSSVI 143902 221024 13 F 2  58  48  70 3 3 315  8  0  86  57  84  36   0   7
ROSSVI 143902 221025 13 F 1  59  33  38 1 1 338 12  0  59  41  83  37   0   0
ROSSVI 143902 221026 13 F 1  63  35  36 1 1 113  7  0  63  37  79  33   0   0
ROSSVI 143902 221027 13 F 2  61  42  50 1 1 158 14  0  64  42  82  34   0   0
ROSSVI 143902 221028 13 F 1  59  45  60 1 1  23  8  0  62  42 100  48   0   0
ROSSVI 143902 221029 13 F 1  60  41  50 1 1 113  6  0  60  38 100  49   0   0
SILVER 143903 221024 13 F 8  58  49  74 2 3 315  8  0  86  58  84  37   0   7
SILVER 143903 221025 13 F 1  58  33  40 1 1 338 12  0  59  41  93  37   4   0
SILVER 143903 221026 13 F 1  63  35  36 1 1 113  7  0  63  37  79  33   0   0
SILVER 143903 221027 13 F 2  61  42  50 1 1 158 13  0  64  42  82  35   0   0
SILVER 143903 221028 13 F 1  58  44  60 1 1  23  8  0  62  42 100  49   0   0
SILVER 143903 221029 13 F 1  59  41  52 1 1  90  6  0  60  38 100  49   0   0
CORNIN 144908 221024 13 F 2  57  44  62 3 3 293  8  0  85  55  78  40   0   0
CORNIN 144908 221025 13 F 1  56  32  41 1 1 338 11  0  57  38  76  40   0   0
CORNIN 144908 221026 13 F 1  59  34  39 1 1 135  7  0  59  37  72  34   0   0
CORNIN 144908 221027 13 F 2  58  41  54 1 1 158 14  0  60  42  79  36   0   0
CORNIN 144908 221028 13 F 1  55  43  64 1 1  23  7  0  59  41  96  51   0   0
CORNIN 144908 221029 13 F 1  57  39  52 1 1 158  6  0  57  37  96  51   0   0
OVERBR 145501 221024 13 F 8  56  51  85 2 2 315 10  0  84  55  86  43   0   7
OVERBR 145501 221025 13 F 1  56  34  45 2 1 338 11  0  56  43  96  43   7   0
OVERBR 145501 221026 13 F 1  61  35  39 1 1 113  6  0  61  39  73  39   0   0
OVERBR 145501 221027 13 F 2  60  41  50 1 1 158 12  0  62  42  82  39   0   0
OVERBR 145501 221028 13 F 1  56  44  65 1 1  23  7  0  60  43  96  49   0   0
OVERBR 145501 221029 13 F 1  58  41  54 1 1  68  6  0  58  40 100  51   0   0
OTTAWA 145601 221024 13 F 8  56  51  85 2 2 315  9  0  84  56  87  41   0   7
OTTAWA 145601 221025 13 F 1  55  36  49 2 1 338 12  0  57  43 100  47   7   0
OTTAWA 145601 221026 13 F 0  62  36  38 1 1 113  6  0  62  37  75  38   0   0
OTTAWA 145601 221027 13 F 2  60  40  48 1 1 158 12  0  62  42  82  38   0   0
OTTAWA 145601 221028 13 F 1  56  44  64 1 1  23  6  0  61  42  96  47   0   0
OTTAWA 145601 221029 13 F 1  58  39  51 1 1  68  6  0  58  40 100  51   0   0
OSKALO 148101 221024 13 F 8  57  50  80 2 2 293  9  0  83  57  81  44   0   7
OSKALO 148101 221025 13 F 1  56  36  47 1 1 338 12  0  57  42 100  47   6   0
OSKALO 148101 221026 13 F 1  61  37  41 1 1 113  6  0  61  38  76  41   0   0
OSKALO 148101 221027 13 F 2  59  40  51 1 1 158 13  0  62  42  82  39   0   0
OSKALO 148101 221028 13 F 1  56  44  64 1 1  23  7  0  60  43  93  51   0   0
OSKALO 148101 221029 13 F 1  58  41  55 1 1  90  6  0  58  39  96  55   0   0
 
 
 
End of WIMS Bulletin @ 23-OCT-22 21:12:58 GMT

