SHUS64 KMWI 232131
FWOJAN
Weather Information Management System (WIMS)
USDA National Information Technology Center (KMWI)
23-OCT-22 21:31:27 GMT
 
Listing of Forecasted Observations (Jackson, MS)
 
ST NME STAT'N   DATE HR T W DBT DPT  RH Y M DIR WS 10 TMX TMN HMX HMN PD1 PD2
------ ------ ------ -- - - --- --- --- - - --- -- -- --- --- --- ---  --  --
COVING 226502 221025 13 F 2  78  67  69 1 3 203 12  0  80  66 100  56   0   7
COVING 226502 221026 13 F 0  70  47  45 3 1 338  6  0  78  49 100  45   0   0
COVING 226502 221027 13 F 0  74  50  44 1 1  45  2  0  74  45 100  41   0   0
COVING 226502 221028 13 F 2  74  54  51 1 1 113  4  0  75  48 100  40   0   0
COVING 226502 221029 13 F 2  71  59  67 1 1 135  5  0  75  56 100  50   0   0
COVING 226502 221030 13 F 2  69  55  62 1 1 248  4  0  72  53 100  59   0   0
MARION 227202 221024 13 F 2  83  60  47 1 1 158  8  0  84  56 100  37   0   0
MARION 227202 221025 13 F 2  78  65  66 1 3 225 11  0  84  67 100  46   0   6
MARION 227202 221026 13 F 0  71  46  41 3 1 338  6  0  79  49 100  39   0   0
MARION 227202 221027 13 F 0  75  49  40 1 1  68  2  0  76  45 100  37   0   0
MARION 227202 221028 13 F 2  75  53  48 1 1 113  3  0  77  49 100  36   0   0
MARION 227202 221029 13 F 1  72  57  61 1 1 203  5  0  77  56 100  45   0   0
MARION 227202 221030 13 F 1  70  54  57 1 1 270  3  0  74  53 100  55   0   0
RAGLAN 227401 221024 13 F 2  81  65  60 1 1 158  9  0  81  55 100  35   0   0
RAGLAN 227401 221025 13 F 2  79  69  73 1 3 203 12  0  81  67 100  58   0   5
RAGLAN 227401 221026 13 F 0  72  50  47 3 1 338  6  0  79  50 100  46   0   0
RAGLAN 227401 221027 13 F 0  75  52  45 1 1  45  2  0  75  46 100  41   0   0
RAGLAN 227401 221028 13 F 2  76  56  51 1 1 113  4  0  76  49 100  42   0   0
RAGLAN 227401 221029 13 F 2  72  61  70 1 1 158  5  0  77  56 100  47   0   0
RAGLAN 227401 221030 13 F 1  70  56  63 1 1 270  3  0  73  53 100  61   0   0
BLACK  227802 221024 13 F 2  80  67  65 1 1 158  9  0  81  58 100  41   0   0
BLACK  227802 221025 13 F 8  82  70  68 1 4 203 12  0  82  67 100  60   0   0
BLACK  227802 221026 13 F 0  72  47  42 4 1 338  6  0  82  51  93  42   0   0
BLACK  227802 221027 13 F 0  75  51  43 1 1  45  3  0  75  47 100  41   0   0
BLACK  227802 221028 13 F 1  77  56  50 1 1 135  5  0  77  50 100  42   0   0
BLACK  227802 221029 13 F 1  72  62  73 1 1 180  7  0  77  58 100  50   0   0
BLACK  227802 221030 13 F 1  72  56  59 1 1 270  5  0  73  55 100  59   0   0
HANCOC 228002 221024 13 F 1  79  66  65 1 2 158  9  0  80  60 100  47   0   0
HANCOC 228002 221025 13 F 2  78  71  80 2 4 225 11  0  80  69 100  62   0   0
HANCOC 228002 221026 13 F 0  71  49  46 4 1 338  6  0  78  52 100  45   0   0
HANCOC 228002 221027 13 F 0  75  52  45 1 1  68  3  0  75  48 100  43   0   0
HANCOC 228002 221028 13 F 1  75  59  58 1 1 135  6  0  76  52 100  43   0   0
HANCOC 228002 221029 13 F 1  70  63  80 1 1 203  5  0  76  57 100  56   0   0
HANCOC 228002 221030 13 F 1  71  58  64 1 1 270  5  0  72  55 100  63   0   0
 
 
 
End of WIMS Bulletin @ 23-OCT-22 21:31:27 GMT

