SHUS62 KMWI 232025
FWOCHS
Weather Information Management System (WIMS)
USDA National Information Technology Center (KMWI)
23-OCT-22 20:25:42 GMT
 
Listing of Forecasted Observations (Charleston, SC)
 
ST NME STAT'N   DATE HR T W DBT DPT  RH Y M DIR WS 10 TMX TMN HMX HMN PD1 PD2
------ ------ ------ -- - - --- --- --- - - --- -- -- --- --- --- ---  --  --
TAYLOR 097802 221025 13 F 1  78  53  43 1 1 135  1  0  79  50 100  35   0   0
TAYLOR 097802 221026 13 F 1  79  63  60 1 1 248  4  0  80  60  96  39   0   0
TAYLOR 097802 221027 13 F 0  78  53  43 1 1  45  2  0  81  54  93  42   0   0
TAYLOR 097802 221028 13 F 1  77  59  55 1 1  68  5  0  80  57 100  39   0   0
TAYLOR 097802 221029 13 F 2  75  60  60 1 1  68  4  0  79  59  97  49   0   0
TAYLOR 097802 221030 13 F 1  76  61  61 1 1 113  5  0  77  60 100  52   0   0
LAWSON 097901 221024 13 F 0  76  51  42 1 1  45  2  0  77  47 100  40   0   0
LAWSON 097901 221025 13 F 1  78  55  46 1 1 113  2  0  79  51 100  36   0   0
LAWSON 097901 221026 13 F 1  78  64  63 1 1 225  4  0  80  59 100  41   0   0
LAWSON 097901 221027 13 F 0  78  55  46 1 1  68  2  0  81  54  93  45   0   0
LAWSON 097901 221028 13 F 1  77  60  57 1 1  68  5  0  80  57 100  42   0   0
LAWSON 097901 221029 13 F 2  75  61  62 1 1  68  4  0  79  59  97  50   0   0
LAWSON 097901 221030 13 F 2  75  61  63 1 1 113  5  0  76  60 100  56   0   0
PEMBRO 097902 221024 13 F 0  76  49  40 1 1  45  2  0  80  46 100  39   0   0
PEMBRO 097902 221025 13 F 1  78  53  43 1 1 113  2  0  79  49 100  35   0   0
PEMBRO 097902 221026 13 F 1  78  62  60 1 1 248  4  0  80  59 100  39   0   0
PEMBRO 097902 221027 13 F 0  78  53  43 1 1  45  3  0  81  54  93  43   0   0
PEMBRO 097902 221028 13 F 1  77  58  53 1 1  68  5  0  80  57 100  41   0   0
PEMBRO 097902 221029 13 F 2  74  58  59 1 1  68  4  0  79  58 100  49   0   0
PEMBRO 097902 221030 13 F 1  75  60  61 1 1 113  5  0  77  59 100  54   0   0
RICHMO 097903 221024 13 F 0  76  51  43 1 1  45  2  0  78  49 100  42   0   0
RICHMO 097903 221025 13 F 1  77  56  49 1 1 113  2  0  78  51 100  39   0   0
RICHMO 097903 221026 13 F 1  79  65  63 1 1 225  5  0  79  60  97  45   0   0
RICHMO 097903 221027 13 F 0  78  56  48 1 1  68  3  0  80  55  93  47   0   0
RICHMO 097903 221028 13 F 1  77  61  58 1 1  68  5  0  79  59 100  47   0   0
RICHMO 097903 221029 13 F 2  75  61  63 1 1  68  5  0  78  60  96  56   0   0
RICHMO 097903 221030 13 F 2  76  62  63 1 1 113  5  0  76  60 100  60   0   0
SANTEE 383401 221024 13 F 0  72  53  53 1 1  23  2  0  76  47 100  37   0   0
SANTEE 383401 221025 13 F 1  73  55  55 1 1  90  1  0  74  50 100  48   0   0
SANTEE 383401 221026 13 F 1  75  63  67 1 1 225  5  0  76  57 100  50   0   0
SANTEE 383401 221027 13 F 1  74  56  55 1 1  45  5  0  78  55  93  52   0   0
SANTEE 383401 221028 13 F 1  72  56  58 1 1  45  6  0  76  57  93  50   0   0
SANTEE 383401 221029 13 F 2  71  59  66 1 1  45  5  0  74  56 100  53   0   0
SANTEE 383401 221030 13 F 2  70  60  72 1 1  90  6  0  73  58 100  59   0   0
WITHER 384002 221024 13 F 0  72  56  59 1 1 360  2  0  75  47 100  43   0   0
WITHER 384002 221025 13 F 1  76  59  57 1 1  68  1  0  76  53 100  52   0   0
WITHER 384002 221026 13 F 1  78  65  65 1 1 225  4  0  78  58 100  55   0   0
WITHER 384002 221027 13 F 1  76  61  61 1 1  45  3  0  78  57  97  58   0   0
WITHER 384002 221028 13 F 1  74  60  63 1 1  45  5  0  77  57 100  58   0   0
WITHER 384002 221029 13 F 2  74  63  69 1 1  45  4  0  76  58 100  60   0   0
WITHER 384002 221030 13 F 2  72  62  72 1 1  90  4  0  74  59 100  68   0   0
ACE BA 384101 221024 13 F 0  74  55  52 1 1  23  4  0  76  50 100  45   0   0
ACE BA 384101 221025 13 F 1  76  59  56 1 1 135  2  0  76  53 100  48   0   0
ACE BA 384101 221026 13 F 1  77  66  70 1 1 225  6  0  78  60 100  54   0   0
ACE BA 384101 221027 13 F 1  76  61  61 1 1  68  4  0  78  57  96  58   0   0
ACE BA 384101 221028 13 F 1  76  62  63 1 1  68  7  0  77  60 100  58   0   0
ACE BA 384101 221029 13 F 2  73  63  73 1 1  45  6  0  76  59 100  60   0   0
ACE BA 384101 221030 13 F 2  73  63  73 1 1  90  6  0  74  61 100  66   0   0
WAMBAW 384102 221024 13 F 0  73  57  59 1 1 360  2  0  75  50 100  41   0   0
WAMBAW 384102 221025 13 F 1  75  60  61 1 1 113  1  0  76  54 100  55   0   0
WAMBAW 384102 221026 13 F 1  78  66  68 1 1 203  5  0  78  60 100  58   0   0
WAMBAW 384102 221027 13 F 1  76  62  63 1 1  68  5  0  78  58 100  62   0   0
WAMBAW 384102 221028 13 F 1  74  62  68 1 1  45  7  0  76  60 100  62   0   0
WAMBAW 384102 221029 13 F 2  74  64  71 1 1  45  6  0  75  59 100  64   0   0
WAMBAW 384102 221030 13 F 2  73  64  74 1 1  90  6  0  74  60 100  69   0   0
SAVANN 384201 221024 13 F 0  75  51  44 1 1  45  5  0  77  51 100  43   0   0
SAVANN 384201 221025 13 F 1  76  56  51 1 1 113  4  0  77  53 100  42   0   0
SAVANN 384201 221026 13 F 1  78  65  65 1 1 225  6  0  78  62  97  48   0   0
SAVANN 384201 221027 13 F 0  78  58  51 1 1  68  5  0  80  57  93  47   0   0
SAVANN 384201 221028 13 F 1  76  60  59 1 1  68  9  0  79  60 100  47   0   0
SAVANN 384201 221029 13 F 2  75  61  63 1 1  68  7  0  77  61 100  58   0   0
SAVANN 384201 221030 13 F 2  74  62  67 1 1  90  7  0  76  62 100  62   0   0
WALTER 384601 221024 13 F 0  74  54  50 1 1  23  4  0  75  46 100  41   0   0
WALTER 384601 221025 13 F 1  75  56  53 1 1 135  2  0  76  50 100  44   0   0
WALTER 384601 221026 13 F 2  77  64  66 1 1 225  6  0  78  58 100  48   0   0
WALTER 384601 221027 13 F 0  75  58  57 1 1  45  5  0  79  54 100  52   0   0
WALTER 384601 221028 13 F 1  74  59  60 1 1  45  6  0  77  56 100  52   0   0
WALTER 384601 221029 13 F 2  72  61  69 1 1  45  5  0  76  57 100  55   0   0
WALTER 384601 221030 13 F 2  73  62  70 1 1  90  6  0  74  57 100  62   0   0
 
 
 
End of WIMS Bulletin @ 23-OCT-22 20:25:42 GMT

