SHUS64 KMWI 232131
FWOLUB
Weather Information Management System (WIMS)
USDA National Information Technology Center (KMWI)
23-OCT-22 21:31:27 GMT
 
Listing of Forecasted Observations (Lubbock, TX)
 
ST NME STAT'N   DATE HR T W DBT DPT  RH Y M DIR WS 10 TMX TMN HMX HMN PD1 PD2
------ ------ ------ -- - - --- --- --- - - --- -- -- --- --- --- ---  --  --
ESTELL 418907 221028 13 F 1  62  44  52 3 3 360 17  0  75  48  93  33   0   0
ESTELL 418907 221029 13 F 1  65  39  39 1 1 360 12  0  65  42  93  38   0   0
ESTELL 418907 221030 13 F 1  67  39  36 1 1 180 11  0  68  42  93  35   0   0
JAYTON 419001 221024 13 F 1  70  47  44 1 3 248 17  0  89  61  84  28   0   0
JAYTON 419001 221025 13 F 0  68  29  24 1 1 293  8  0  71  42  89  23   0   0
JAYTON 419001 221026 13 F 0  73  34  24 1 1 180 14  0  73  43  68  20   0   0
JAYTON 419001 221027 13 F 1  75  48  39 1 2 203 16  0  75  50  71  22   0   0
JAYTON 419001 221028 13 F 1  64  43  48 2 2 360 17  0  78  50  86  32   0   0
JAYTON 419001 221029 13 F 1  65  41  42 1 1 360 11  0  65  44  98  41   0   0
JAYTON 419001 221030 13 F 1  69  41  37 1 1 203 11  0  69  44  90  36   0   0
LUBBOC 419002 221024 13 F 2  59  45  60 1 2 293 17  0  81  55  83  35   0   0
LUBBOC 419002 221025 13 F 0  63  28  27 1 1 270  9  0  63  39  93  27   0   0
LUBBOC 419002 221026 13 F 0  68  33  28 1 1 180 17  0  68  40  68  24   0   0
LUBBOC 419002 221027 13 F 1  71  41  34 1 1 225 14  0  71  47  77  26   0   0
LUBBOC 419002 221028 13 F 1  59  39  49 1 1 360 19  0  73  45  82  28   0   0
LUBBOC 419002 221029 13 F 1  61  40  46 1 1 270 11  0  61  41  90  44   0   0
LUBBOC 419002 221030 13 F 1  65  39  39 1 1 225 13  0  65  41  88  39   0   0
JAYTON 419003 221024 13 F 1  70  47  44 1 3 248 17  0  89  61  84  28   0   0
JAYTON 419003 221025 13 F 0  68  29  24 1 1 293  8  0  71  42  89  23   0   0
JAYTON 419003 221026 13 F 0  73  34  24 1 1 180 14  0  73  43  68  20   0   0
JAYTON 419003 221027 13 F 1  75  48  39 1 2 203 16  0  75  50  71  22   0   0
JAYTON 419003 221028 13 F 1  64  43  48 2 2 360 17  0  78  50  86  32   0   0
JAYTON 419003 221029 13 F 1  65  41  42 1 1 360 11  0  65  44  98  41   0   0
JAYTON 419003 221030 13 F 1  69  41  37 1 1 203 11  0  69  44  90  36   0   0
LEVELL 419004 221024 13 F 2  55  43  66 1 1 338 17  0  85  54  83  28   0   0
LEVELL 419004 221025 13 F 0  63  25  24 1 1 270 10  0  63  37  94  24   0   0
LEVELL 419004 221026 13 F 0  67  30  25 1 1 180 16  0  67  38  71  22   0   0
LEVELL 419004 221027 13 F 1  71  36  28 1 1 225 14  0  71  45  84  22   0   0
LEVELL 419004 221028 13 F 1  58  36  44 1 1 360 19  0  73  42  83  24   0   0
LEVELL 419004 221029 13 F 1  61  37  42 1 1 270 11  0  61  39  97  39   0   0
LEVELL 419004 221030 13 F 1  65  37  36 1 1 225 13  0  65  40  92  36   0   0
WHITE  419005 221024 13 F 1  65  45  50 1 2 248 17  0  86  58  81  30   0   0
WHITE  419005 221025 13 F 0  66  29  25 1 1 270  8  0  66  41  91  24   0   0
WHITE  419005 221026 13 F 0  69  33  27 1 1 180 14  0  69  43  62  21   0   0
WHITE  419005 221027 13 F 1  72  45  38 1 1 203 16  0  72  48  77  25   0   0
WHITE  419005 221028 13 F 1  63  42  47 1 1 360 19  0  76  48  86  31   0   0
WHITE  419005 221029 13 F 1  62  40  45 1 1 360 12  0  64  43  90  43   0   0
WHITE  419005 221030 13 F 1  67  39  37 1 1 203 11  0  67  43  89  37   0   0
GUTHRI 419006 221024 13 F 1  68  49  51 1 3 338 13  0  89  61  90  29   0   0
GUTHRI 419006 221025 13 F 0  68  30  25 2 1 293  6  0  68  44  98  25   6   0
GUTHRI 419006 221026 13 F 0  72  35  26 1 1 180 13  0  72  45  68  22   0   0
GUTHRI 419006 221027 13 F 1  74  48  40 1 3 203 16  0  74  50  77  24   0   0
GUTHRI 419006 221028 13 F 1  63  47  56 3 3 360 17  0  77  51  93  35   0   0
GUTHRI 419006 221029 13 F 1  64  42  45 1 1 360 11  0  65  45  99  44   0   0
GUTHRI 419006 221030 13 F 1  68  42  40 1 1 203 12  0  68  44  97  39   0   0
POST   419007 221024 13 F 1  68  44  42 1 2 225 19  0  88  59  80  27   0   0
POST   419007 221025 13 F 0  66  27  23 1 1 270  8  0  68  43  82  23   0   0
POST   419007 221026 13 F 0  69  34  28 1 1 180 14  0  69  45  56  21   0   0
POST   419007 221027 13 F 1  73  43  35 1 1 203 17  0  73  51  71  25   0   0
POST   419007 221028 13 F 1  63  40  44 1 1 360 19  0  76  50  75  29   0   0
POST   419007 221029 13 F 1  62  39  44 1 1 360 11  0  65  45  86  40   0   0
POST   419007 221030 13 F 1  67  39  36 1 1 203 12  0  67  45  82  36   0   0
 
 
 
End of WIMS Bulletin @ 23-OCT-22 21:31:27 GMT

