SHUS64 KMWI 232131
FWOMEG
Weather Information Management System (WIMS)
USDA National Information Technology Center (KMWI)
23-OCT-22 21:31:25 GMT
 
Listing of Forecasted Observations (Memphis, TN)
 
ST NME STAT'N   DATE HR T W DBT DPT  RH Y M DIR WS 10 TMX TMN HMX HMN PD1 PD2
------ ------ ------ -- - - --- --- --- - - --- -- -- --- --- --- ---  --  --
WINBOR 220202 221029 13 F 1  64  56  76 1 1  90  5  0  70  52 100  55   0   0
WINBOR 220202 221030 13 F 1  64  54  71 1 1 225  5  0  65  49 100  71   0   0
TISHOM 220601 221024 13 F 1  75  52  45 1 1 180  9  0  76  53  80  34   0   0
TISHOM 220601 221025 13 F 8  68  64  88 1 3 180 12  0  77  62 100  45   0   7
TISHOM 220601 221026 13 F 1  62  47  59 3 1 338  6  0  68  45 100  58   5   0
TISHOM 220601 221027 13 F 0  66  49  55 1 1  45  4  0  66  44 100  54   0   0
TISHOM 220601 221028 13 F 1  70  55  60 1 1 135  4  0  70  48 100  50   0   0
TISHOM 220601 221029 13 F 1  64  57  80 1 1  90  5  0  71  54 100  55   0   0
TISHOM 220601 221030 13 F 1  64  55  73 1 1 180  6  0  65  51 100  72   0   0
HIGHWA 221502 221024 13 F 1  77  58  52 1 1 180  9  0  79  51  93  36   0   0
HIGHWA 221502 221025 13 F 2  71  65  82 1 3 203 10  0  79  64 100  50   0   7
HIGHWA 221502 221026 13 F 0  65  46  52 3 1 338  4  0  71  46  96  52   4   0
HIGHWA 221502 221027 13 F 0  68  49  52 1 1  45  2  0  68  44 100  49   0   0
HIGHWA 221502 221028 13 F 1  71  55  58 1 1 113  3  0  71  47 100  49   0   0
HIGHWA 221502 221029 13 F 1  66  57  75 1 1  90  5  0  72  55 100  57   0   0
HIGHWA 221502 221030 13 F 1  66  55  69 1 1 203  4  0  68  52 100  69   0   0
YALOBU 222101 221024 13 F 1  78  58  52 1 1 180  8  0  80  56  96  42   0   0
YALOBU 222101 221025 13 F 2  68  60  78 1 3 203  9  0  79  63 100  49   0   6
YALOBU 222101 221026 13 F 0  64  44  49 2 1 338  3  0  68  44 100  49   0   0
YALOBU 222101 221027 13 F 0  68  47  48 1 1  68  2  0  68  43 100  45   0   0
YALOBU 222101 221028 13 F 1  69  54  60 1 1  90  3  0  70  47 100  44   0   0
YALOBU 222101 221029 13 F 1  65  57  76 1 1  68  4  0  71  53 100  57   0   0
YALOBU 222101 221030 13 F 1  64  55  73 1 1 270  3  0  66  51 100  73   0   0
MONROE 222401 221024 13 F 1  77  58  52 1 1 180  9  0  79  50  89  29   0   0
MONROE 222401 221025 13 F 8  72  65  81 1 3 180 13  0  79  63 100  49   0   7
MONROE 222401 221026 13 F 0  65  47  54 3 1 338  6  0  72  45 100  54   4   0
MONROE 222401 221027 13 F 0  69  50  51 1 1  45  3  0  69  43 100  50   0   0
MONROE 222401 221028 13 F 1  72  55  56 1 1 113  5  0  72  47 100  47   0   0
MONROE 222401 221029 13 F 1  66  58  77 1 1  90  6  0  73  54 100  55   0   0
MONROE 222401 221030 13 F 1  67  56  70 1 1 180  6  0  68  52 100  70   0   0
GREENF 401801 221024 13 F 1  78  52  41 1 1 180 11  0  80  58  72  38   0   0
GREENF 401801 221025 13 F 8  67  64  91 1 3 180 12  0  79  63 100  36   0   7
GREENF 401801 221026 13 F 1  62  46  56 3 1 338  8  0  67  45 100  55   4   0
GREENF 401801 221027 13 F 0  65  45  50 1 1  68  5  0  65  41 100  50   0   0
GREENF 401801 221028 13 F 1  68  53  60 1 1  90  4  0  68  44 100  47   0   0
GREENF 401801 221029 13 F 1  64  54  71 1 1  90  5  0  70  51 100  55   0   0
GREENF 401801 221030 13 F 1  63  53  72 1 1 135  6  0  65  49 100  68   0   0
DYERSB 403801 221024 13 F 1  78  53  43 1 1 180 11  0  80  59  75  42   0   0
DYERSB 403801 221025 13 F 2  67  62  86 1 2 180 12  0  80  64  97  39   1   7
DYERSB 403801 221026 13 F 0  62  44  52 2 1 338  8  0  67  45  96  52   4   0
DYERSB 403801 221027 13 F 0  64  45  51 1 1  68  5  0  64  42 100  50   0   0
DYERSB 403801 221028 13 F 1  67  53  61 1 1  90  4  0  67  45 100  47   0   0
DYERSB 403801 221029 13 F 1  65  54  68 1 1  68  6  0  69  52  96  57   0   0
DYERSB 403801 221030 13 F 1  63  53  71 1 1  68  6  0  65  50 100  68   0   0
CAMDEN 404001 221024 13 F 1  77  48  36 1 1 180  8  0  78  56  72  33   0   0
CAMDEN 404001 221025 13 F 8  69  62  79 1 3 180 10  0  78  62  93  33   0   7
CAMDEN 404001 221026 13 F 1  62  45  54 3 1 338  5  0  69  45 100  54   6   0
CAMDEN 404001 221027 13 F 0  65  44  48 1 1  68  3  0  65  41 100  48   0   0
CAMDEN 404001 221028 13 F 1  69  52  56 1 1 113  3  0  69  44 100  45   0   0
CAMDEN 404001 221029 13 F 1  65  53  66 1 1  90  4  0  71  51  96  51   0   0
CAMDEN 404001 221030 13 F 1  63  52  68 1 1 158  4  0  66  49 100  63   0   0
COVING 405801 221024 13 F 1  77  56  50 1 1 180 11  0  80  59  84  45   0   0
COVING 405801 221025 13 F 2  66  63  93 1 2 203 11  0  79  63 100  45   1   6
COVING 405801 221026 13 F 0  61  46  58 2 1 338  6  0  66  44 100  58   1   0
COVING 405801 221027 13 F 0  64  48  57 1 1  68  4  0  64  41 100  54   0   0
COVING 405801 221028 13 F 1  67  54  65 1 1  90  4  0  67  45 100  52   0   0
COVING 405801 221029 13 F 1  63  57  82 1 1  90  5  0  69  51 100  61   0   0
COVING 405801 221030 13 F 1  62  55  79 1 1 360  5  0  64  49 100  78   0   0
CHICKA 408001 221024 13 F 1  75  52  45 1 1 180  8  0  77  56  80  39   0   0
CHICKA 408001 221025 13 F 2  66  62  90 1 3 180 10  0  77  63 100  43   0   7
CHICKA 408001 221026 13 F 0  60  44  57 3 1 338  6  0  67  44 100  57   4   0
CHICKA 408001 221027 13 F 0  65  46  52 1 1  68  3  0  65  41 100  51   0   0
CHICKA 408001 221028 13 F 1  68  53  59 1 1 113  4  0  69  45 100  50   0   0
CHICKA 408001 221029 13 F 1  62  55  80 1 1  90  5  0  70  52 100  57   0   0
CHICKA 408001 221030 13 F 1  63  53  72 1 1 203  4  0  64  49 100  71   0   0
 
 
 
End of WIMS Bulletin @ 23-OCT-22 21:31:25 GMT

