SHUS61 KMWI 232025
FWOAKQ
Weather Information Management System (WIMS)
USDA National Information Technology Center (KMWI)
23-OCT-22 20:25:42 GMT
 
Listing of Forecasted Observations (Wakefield, VA)
 
ST NME STAT'N   DATE HR T W DBT DPT  RH Y M DIR WS 10 TMX TMN HMX HMN PD1 PD2
------ ------ ------ -- - - --- --- --- - - --- -- -- --- --- --- ---  --  --
ELIZAB 311503 221024 13 F 2  66  57  73 1 1 360  5  0  66  56 100  73   0   0
ELIZAB 311503 221025 13 F 2  71  59  66 1 1  45  3  0  71  55 100  66   0   0
ELIZAB 311503 221026 13 F 1  75  61  62 1 1 225  4  0  75  57 100  62   0   0
ELIZAB 311503 221027 13 F 1  71  56  61 1 1  23  6  0  77  57 100  61   0   0
ELIZAB 311503 221028 13 F 2  67  55  67 1 1  23  8  0  73  52  96  61   0   0
ELIZAB 311503 221029 13 F 2  67  56  68 1 1  45  8  0  70  55 100  66   0   0
ELIZAB 311503 221030 13 F 2  67  53  62 1 1  68  6  0  68  55  96  61   0   0
GREENS 313001 221024 13 F 2  67  55  67 1 1 360  5  0  67  55 100  66   0   0
GREENS 313001 221025 13 F 2  73  60  64 1 1  68  2  0  73  54 100  63   0   0
GREENS 313001 221026 13 F 1  75  61  62 1 1 225  4  0  75  56 100  62   0   0
GREENS 313001 221027 13 F 1  71  55  59 1 1  23  5  0  78  57 100  59   0   0
GREENS 313001 221028 13 F 1  68  54  63 1 1  45  8  0  73  53  96  57   0   0
GREENS 313001 221029 13 F 2  67  56  68 1 1  45  6  0  71  55 100  63   0   0
GREENS 313001 221030 13 F 1  68  56  66 1 1  68  4  0  70  55 100  66   0   0
PEANUT 313040 221024 13 F 2  67  54  65 1 1 360  5  0  67  54  99  64   0   0
PEANUT 313040 221025 13 F 2  72  59  64 1 1  68  3  0  72  53 100  62   0   0
PEANUT 313040 221026 13 F 1  74  59  60 1 1 225  5  0  74  55 100  60   0   0
PEANUT 313040 221027 13 F 1  71  55  58 1 1  23  6  0  77  55 100  55   0   0
PEANUT 313040 221028 13 F 2  68  54  62 1 1  45  8  0  73  51  96  55   0   0
PEANUT 313040 221029 13 F 2  67  56  68 1 1  45  8  0  70  53 100  61   0   0
PEANUT 313040 221030 13 F 1  67  54  63 1 1  68  5  0  69  54 100  63   0   0
JOCKEY 315409 221024 13 F 2  65  57  78 1 1 338 10  0  67  61 100  78   0   0
JOCKEY 315409 221025 13 F 2  73  63  73 1 1 360  5  0  73  58 100  73   0   0
JOCKEY 315409 221026 13 F 2  72  62  73 1 1 180  3  0  73  61 100  73   0   0
JOCKEY 315409 221027 13 F 1  69  58  70 1 1 360 11  0  74  60 100  70   0   0
JOCKEY 315409 221028 13 F 2  71  59  68 1 1  23 11  0  71  57 100  68   0   0
JOCKEY 315409 221029 13 F 2  72  60  68 1 1  23 10  0  72  59 100  68   0   0
JOCKEY 315409 221030 13 F 2  72  59  64 1 1  45  9  0  72  60  94  64   0   0
FAPH_D 443301 221024 13 F 2  65  52  65 1 1 360  4  0  65  53 100  65   0   0
FAPH_D 443301 221025 13 F 2  71  57  62 1 1 158  3  0  71  53 100  61   0   0
FAPH_D 443301 221026 13 F 1  72  57  60 1 1 203  8  0  73  55 100  59   0   0
FAPH_D 443301 221027 13 F 1  67  51  57 1 1 360  8  0  74  53  96  57   0   0
FAPH_D 443301 221028 13 F 2  63  51  65 1 1  23  6  0  69  47 100  57   0   0
FAPH_D 443301 221029 13 F 2  63  54  74 1 1  45  6  0  65  50 100  65   0   0
FAPH_D 443301 221030 13 F 2  63  52  69 1 1  45  4  0  65  50 100  67   0   0
FAPH_E 443302 221024 13 F 2  65  53  66 1 1 360  4  0  65  53 100  65   0   0
FAPH_E 443302 221025 13 F 2  70  55  61 1 1 158  3  0  71  53 100  59   0   0
FAPH_E 443302 221026 13 F 1  73  57  59 1 1 203  8  0  73  55 100  59   0   0
FAPH_E 443302 221027 13 F 1  67  51  57 1 1 360  8  0  75  54  96  57   0   0
FAPH_E 443302 221028 13 F 2  63  50  64 1 1  23  8  0  70  48  96  57   0   0
FAPH_E 443302 221029 13 F 2  63  54  74 1 1  45  6  0  65  50 100  63   0   0
FAPH_E 443302 221030 13 F 2  63  52  68 1 1  45  4  0  65  50 100  67   0   0
FAPH_N 443303 221024 13 F 2  65  52  65 1 1 360  4  0  65  52 100  64   0   0
FAPH_N 443303 221025 13 F 2  71  56  61 1 1 158  3  0  71  53 100  61   0   0
FAPH_N 443303 221026 13 F 1  72  57  60 1 1 203  8  0  73  55 100  59   0   0
FAPH_N 443303 221027 13 F 1  67  51  57 1 1 360  8  0  75  53  93  57   0   0
FAPH_N 443303 221028 13 F 2  63  51  65 1 1  23  8  0  70  47  96  57   0   0
FAPH_N 443303 221029 13 F 2  63  54  75 1 1  45  6  0  65  50 100  63   0   0
FAPH_N 443303 221030 13 F 2  63  52  69 1 1  45  4  0  65  50 100  67   0   0
FAPH_S 443304 221024 13 F 2  65  52  65 1 1 360  4  0  65  53 100  65   0   0
FAPH_S 443304 221025 13 F 2  71  56  61 1 1 158  3  0  71  53 100  59   0   0
FAPH_S 443304 221026 13 F 1  73  57  59 1 1 203  8  0  73  54 100  59   0   0
FAPH_S 443304 221027 13 F 1  68  52  57 1 1 360  8  0  75  53  96  57   0   0
FAPH_S 443304 221028 13 F 2  63  51  65 1 1  23  8  0  70  47 100  54   0   0
FAPH_S 443304 221029 13 F 2  63  54  73 1 1  45  6  0  65  49 100  63   0   0
FAPH_S 443304 221030 13 F 2  63  51  67 1 1  45  4  0  65  49 100  67   0   0
JAMES  446801 221024 13 F 2  67  54  65 1 1 360  4  0  67  53 100  64   0   0
JAMES  446801 221025 13 F 2  72  59  64 1 1 135  3  0  72  54 100  61   0   0
JAMES  446801 221026 13 F 1  74  60  63 1 1 203  6  0  74  55 100  59   0   0
JAMES  446801 221027 13 F 1  69  54  60 1 1 360  8  0  76  55  96  59   0   0
JAMES  446801 221028 13 F 2  65  52  65 1 1  23  8  0  72  50  96  59   0   0
JAMES  446801 221029 13 F 2  65  56  73 1 1  45  8  0  68  52 100  63   0   0
JAMES  446801 221030 13 F 2  65  55  71 1 1  45  5  0  67  52 100  68   0   0
GREAT  449801 221024 13 F 2  66  57  75 1 1 360  6  0  66  55 100  74   0   0
GREAT  449801 221025 13 F 2  71  59  68 1 1  45  3  0  71  54 100  66   0   0
GREAT  449801 221026 13 F 1  75  61  63 1 1 225  5  0  75  56 100  62   0   0
GREAT  449801 221027 13 F 1  70  56  62 1 1  23  8  0  77  56 100  61   0   0
GREAT  449801 221028 13 F 2  67  56  69 1 1  23  9  0  72  52 100  61   0   0
GREAT  449801 221029 13 F 2  66  55  68 1 1  45  8  0  69  54 100  66   0   0
GREAT  449801 221030 13 F 2  66  53  65 1 1  68  6  0  67  54 100  63   0   0
BACK B 449905 221024 13 F 2  64  59  85 1 1 360 12  0  64  59  97  82   0   0
BACK B 449905 221025 13 F 2  68  63  87 1 1  23  5  0  68  58  97  81   0   0
BACK B 449905 221026 13 F 1  70  65  85 1 1 180  6  0  71  60 100  81   0   0
BACK B 449905 221027 13 F 1  67  60  79 1 1 360 12  0  72  60  97  75   0   0
BACK B 449905 221028 13 F 2  65  60  85 1 1  23 13  0  68  58  97  75   0   0
BACK B 449905 221029 13 F 2  64  59  84 1 1  23 11  0  67  59 100  81   0   0
BACK B 449905 221030 13 F 2  66  60  83 1 1  45  8  0  66  58  97  81   0   0
 
 
 
End of WIMS Bulletin @ 23-OCT-22 20:25:42 GMT

